X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,Y
"1,09Е-03","2,50Е-01","1,71Е-01","0,00Е+00","1,40Е-01","4,53Е-01","4,56Е-01","5,28Е-01","3,04Е-01","1,85Е-01","7,55Е-01","1,00Е+00","2,07Е-01","1,19Е-06","2,72Е-04","1,87Е-04","0,00Е+00","1,52Е-04","4,94Е-04","4,97Е-04","5,75Е-04","3,32Е-04","2,02Е-04","8,23Е-04","1,09Е-03","2,25Е-04","6,25Е-02","4,28Е-02","0,00Е+00","3,50Е-02","1,13Е-01","1,14Е-01","1,32Е-01","7,61Е-02","4,63Е-02","1,89Е-01","2,50Е-01","5,17Е-02","2,93Е-02","0,00Е+00","2,40Е-02","7,76Е-02","7,81Е-02","9,03Е-02","5,21Е-02","3,17Е-02","1,29Е-01","1,71Е-01","3,54Е-02","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","1,96Е-02","6,34Е-02","6,38Е-02","7,38Е-02","4,26Е-02","2,59Е-02","1,06Е-01","1,40Е-01","2,89Е-02","2,06Е-01","2,07Е-01","2,39Е-01","1,38Е-01","8,39Е-02","3,42Е-01","4,53Е-01","9,37Е-02","2,08Е-01","2,41Е-01","1,39Е-01","8,45Е-02","3,45Е-01","4,56Е-01","9,43Е-02","2,78Е-01","1,61Е-01","9,77Е-02","3,99Е-01","5,28Е-01","1,09Е-01","9,26Е-02","5,63Е-02","2,30Е-01","3,04Е-01","6,29Е-02","3,43Е-02","1,40Е-01","1,85Е-01","3,83Е-02","5,71Е-01","7,55Е-01","1,56Е-01","1,00Е+00","2,07Е-01","4,27Е-02","1,96Е+01"
"1,61Е-03","2,50Е-01","1,71Е-01","0,00Е+00","1,40Е-01","4,18Е-01","6,52Е-01","5,54Е-01","3,04Е-01","1,85Е-01","7,55Е-01","9,95Е-01","3,15Е-01","2,58Е-06","4,02Е-04","2,75Е-04","0,00Е+00","2,25Е-04","6,71Е-04","1,05Е-03","8,91Е-04","4,89Е-04","2,98Е-04","1,21Е-03","1,60Е-03","5,06Е-04","6,25Е-02","4,28Е-02","0,00Е+00","3,50Е-02","1,04Е-01","1,63Е-01","1,39Е-01","7,61Е-02","4,63Е-02","1,89Е-01","2,49Е-01","7,88Е-02","2,93Е-02","0,00Е+00","2,40Е-02","7,15Е-02","1,12Е-01","9,49Е-02","5,21Е-02","3,17Е-02","1,29Е-01","1,70Е-01","5,39Е-02","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","1,96Е-02","5,84Е-02","9,12Е-02","7,76Е-02","4,26Е-02","2,59Е-02","1,06Е-01","1,39Е-01","4,41Е-02","1,74Е-01","2,72Е-01","2,32Е-01","1,27Е-01","7,73Е-02","3,16Е-01","4,16Е-01","1,32Е-01","4,25Е-01","3,61Е-01","1,98Е-01","1,21Е-01","4,92Е-01","6,49Е-01","2,05Е-01","3,07Е-01","1,69Е-01","1,03Е-01","4,19Е-01","5,52Е-01","1,75Е-01","9,26Е-02","5,63Е-02","2,30Е-01","3,03Е-01","9,59Е-02","3,43Е-02","1,40Е-01","1,84Е-01","5,83Е-02","5,71Е-01","7,52Е-01","2,38Е-01","9,91Е-01","3,14Е-01","9,93Е-02","1,87Е+01"
"1,86Е-03","2,50Е-01","1,71Е-01","0,00Е+00","1,40Е-01","4,61Е-01","9,32Е-01","5,17Е-01","3,04Е-01","1,85Е-01","7,55Е-01","9,53Е-01","3,51Е-01","3,46Е-06","4,65Е-04","3,18Е-04","0,00Е+00","2,60Е-04","8,57Е-04","1,73Е-03","9,62Е-04","5,66Е-04","3,44Е-04","1,40Е-03","1,77Е-03","6,52Е-04","6,25Е-02","4,28Е-02","0,00Е+00","3,50Е-02","1,15Е-01","2,33Е-01","1,29Е-01","7,61Е-02","4,63Е-02","1,89Е-01","2,38Е-01","8,77Е-02","2,93Е-02","0,00Е+00","2,40Е-02","7,89Е-02","1,60Е-01","8,86Е-02","5,21Е-02","3,17Е-02","1,29Е-01","1,63Е-01","6,00Е-02","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","1,96Е-02","6,45Е-02","1,30Е-01","7,24Е-02","4,26Е-02","2,59Е-02","1,06Е-01","1,33Е-01","4,91Е-02","2,12Е-01","4,29Е-01","2,38Е-01","1,40Е-01","8,53Е-02","3,48Е-01","4,39Е-01","1,62Е-01","8,69Е-01","4,82Е-01","2,84Е-01","1,73Е-01","7,04Е-01","8,88Е-01","3,27Е-01","2,68Е-01","1,57Е-01","9,58Е-02","3,91Е-01","4,93Е-01","1,81Е-01","9,26Е-02","5,63Е-02","2,30Е-01","2,90Е-01","1,07Е-01","3,43Е-02","1,40Е-01","1,76Е-01","6,49Е-02","5,71Е-01","7,19Е-01","2,65Е-01","9,07Е-01","3,34Е-01","1,23Е-01","1,60Е+01"
"1,17Е-03","2,50Е-01","1,71Е-01","0,00Е+00","1,40Е-01","5,55Е-01","6,68Е-01","5,54Е-01","3,04Е-01","1,85Е-01","7,55Е-01","1,00Е+00","1,38Е-01","1,37Е-06","2,92Е-04","2,00Е-04","0,00Е+00","1,63Е-04","6,48Е-04","7,81Е-04","6,48Е-04","3,56Е-04","2,16Е-04","8,82Е-04","1,17Е-03","1,61Е-04","6,25Е-02","4,28Е-02","0,00Е+00","3,50Е-02","1,39Е-01","1,67Е-01","1,39Е-01","7,61Е-02","4,63Е-02","1,89Е-01","2,50Е-01","3,45Е-02","2,93Е-02","0,00Е+00","2,40Е-02","9,50Е-02","1,14Е-01","9,49Е-02","5,21Е-02","3,17Е-02","1,29Е-01","1,71Е-01","2,36Е-02","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","1,96Е-02","7,76Е-02","9,35Е-02","7,76Е-02","4,26Е-02","2,59Е-02","1,06Е-01","1,40Е-01","1,93Е-02","3,08Е-01","3,71Е-01","3,07Е-01","1,69Е-01","1,03Е-01","4,19Е-01","5,55Е-01","7,65Е-02","4,47Е-01","3,71Е-01","2,03Е-01","1,24Е-01","5,05Е-01","6,68Е-01","9,22Е-02","3,07Е-01","1,69Е-01","1,03Е-01","4,19Е-01","5,54Е-01","7,65Е-02","9,26Е-02","5,63Е-02","2,30Е-01","3,04Е-01","4,20Е-02","3,43Е-02","1,40Е-01","1,85Е-01","2,55Е-02","5,71Е-01","7,55Е-01","1,04Е-01","1,00Е+00","1,38Е-01","1,90Е-02","2,22Е+01"
"1,35Е-03","2,50Е-01","1,71Е-01","0,00Е+00","1,40Е-01","6,13Е-01","4,17Е-01","6,23Е-01","3,04Е-01","1,85Е-01","7,55Е-01","9,97Е-01","2,14Е-01","1,82Е-06","3,38Е-04","2,31Е-04","0,00Е+00","1,89Е-04","8,28Е-04","5,63Е-04","8,42Е-04","4,11Е-04","2,50Е-04","1,02Е-03","1,35Е-03","2,90Е-04","6,25Е-02","4,28Е-02","0,00Е+00","3,50Е-02","1,53Е-01","1,04Е-01","1,56Е-01","7,61Е-02","4,63Е-02","1,89Е-01","2,49Е-01","5,36Е-02","2,93Е-02","0,00Е+00","2,40Е-02","1,05Е-01","7,14Е-02","1,07Е-01","5,21Е-02","3,17Е-02","1,29Е-01","1,71Е-01","3,67Е-02","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","1,96Е-02","8,58Е-02","5,84Е-02","8,72Е-02","4,26Е-02","2,59Е-02","1,06Е-01","1,39Е-01","3,00Е-02","3,76Е-01","2,56Е-01","3,82Е-01","1,87Е-01","1,14Е-01","4,63Е-01","6,11Е-01","1,32Е-01","1,74Е-01","2,60Е-01","1,27Е-01","7,72Е-02","3,15Е-01","4,16Е-01","8,94Е-02","3,88Е-01","1,90Е-01","1,15Е-01","4,71Е-01","6,21Е-01","1,34Е-01","9,26Е-02","5,63Е-02","2,30Е-01","3,03Е-01","6,53Е-02","3,43Е-02","1,40Е-01","1,84Е-01","3,97Е-02","5,71Е-01","7,53Е-01","1,62Е-01","9,93Е-01","2,14Е-01","4,60Е-02","2,50Е+01"
"1,48Е-04","1,75Е-01","3,37Е-02","0,00Е+00","6,40Е-02","6,79Е-01","5,83Е-01","7,36Е-01","8,70Е-02","5,53Е-02","6,38Е-01","9,91Е-01","1,74Е-01","2,20Е-08","2,59Е-05","5,00Е-06","0,00Е+00","9,49Е-06","1,01Е-04","8,64Е-05","1,09Е-04","1,29Е-05","8,20Е-06","9,46Е-05","1,47Е-04","2,59Е-05","3,06Е-02","5,90Е-03","0,00Е+00","1,12Е-02","1,19Е-01","1,02Е-01","1,29Е-01","1,52Е-02","9,69Е-03","1,12Е-01","1,73Е-01","3,05Е-02","1,14Е-03","0,00Е+00","2,16Е-03","2,29Е-02","1,97Е-02","2,48Е-02","2,93Е-03","1,87Е-03","2,15Е-02","3,34Е-02","5,88Е-03","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","4,09Е-03","4,34Е-02","3,73Е-02","4,71Е-02","5,56Е-03","3,54Е-03","4,08Е-02","6,34Е-02","1,12Е-02","4,61Е-01","3,96Е-01","5,00Е-01","5,90Е-02","3,76Е-02","4,33Е-01","6,73Е-01","1,18Е-01","3,40Е-01","4,29Е-01","5,07Е-02","3,23Е-02","3,72Е-01","5,78Е-01","1,02Е-01","5,42Е-01","6,40Е-02","4,07Е-02","4,70Е-01","7,29Е-01","1,28Е-01","7,56Е-03","4,81Е-03","5,55Е-02","8,62Е-02","1,52Е-02","3,06Е-03","3,53Е-02","5,48Е-02","9,65Е-03","4,07Е-01","6,32Е-01","1,11Е-01","9,82Е-01","1,73Е-01","3,04Е-02","3,30Е+01"
"3,32Е-04","8,00Е-01","1,07Е-01","0,00Е+00","2,67Е-02","5,23Е-01","1,53Е-01","4,98Е-01","1,30Е-01","2,86Е-01","3,72Е-01","1,00Е+00","8,11Е-02","1,10Е-07","2,65Е-04","3,54Е-05","0,00Е+00","8,88Е-06","1,73Е-04","5,09Е-05","1,65Е-04","4,33Е-05","9,50Е-05","1,24Е-04","3,32Е-04","2,69Е-05","6,40Е-01","8,53Е-02","0,00Е+00","2,14Е-02","4,18Е-01","1,23Е-01","3,99Е-01","1,04Е-01","2,29Е-01","2,98Е-01","8,00Е-01","6,49Е-02","1,14Е-02","0,00Е+00","2,85Е-03","5,58Е-02","1,64Е-02","5,32Е-02","1,39Е-02","3,05Е-02","3,97Е-02","1,07Е-01","8,65Е-03","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","7,16Е-04","1,40Е-02","4,10Е-03","1,33Е-02","3,49Е-03","7,66Е-03","9,96Е-03","2,67Е-02","2,17Е-03","2,73Е-01","8,02Е-02","2,61Е-01","6,82Е-02","1,50Е-01","1,95Е-01","5,23Е-01","4,24Е-02","2,35Е-02","7,65Е-02","2,00Е-02","4,39Е-02","5,71Е-02","1,53Е-01","1,24Е-02","2,48Е-01","6,50Е-02","1,43Е-01","1,86Е-01","4,98Е-01","4,04Е-02","1,70Е-02","3,73Е-02","4,86Е-02","1,30Е-01","1,06Е-02","8,19Е-02","1,07Е-01","2,86Е-01","2,32Е-02","1,39Е-01","3,72Е-01","3,02Е-02","1,00Е+00","8,11Е-02","6,58Е-03","2,35Е+01"
"4,21Е-04","8,00Е-01","1,07Е-01","0,00Е+00","2,67Е-02","4,27Е-01","2,90Е-01","4,98Е-01","1,30Е-01","2,86Е-01","3,72Е-01","1,00Е+00","2,35Е-01","1,77Е-07","3,37Е-04","4,49Е-05","0,00Е+00","1,13Е-05","1,80Е-04","1,22Е-04","2,10Е-04","5,49Е-05","1,21Е-04","1,57Е-04","4,21Е-04","9,89Е-05","6,40Е-01","8,53Е-02","0,00Е+00","2,14Е-02","3,41Е-01","2,32Е-01","3,99Е-01","1,04Е-01","2,29Е-01","2,98Е-01","8,00Е-01","1,88Е-01","1,14Е-02","0,00Е+00","2,85Е-03","4,55Е-02","3,10Е-02","5,32Е-02","1,39Е-02","3,05Е-02","3,97Е-02","1,07Е-01","2,50Е-02","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","7,16Е-04","1,14Е-02","7,77Е-03","1,33Е-02","3,49Е-03","7,66Е-03","9,96Е-03","2,67Е-02","6,28Е-03","1,82Е-01","1,24Е-01","2,13Е-01","5,56Е-02","1,22Е-01","1,59Е-01","4,27Е-01","1,00Е-01","8,43Е-02","1,45Е-01","3,79Е-02","8,31Е-02","1,08Е-01","2,90Е-01","6,82Е-02","2,48Е-01","6,50Е-02","1,43Е-01","1,86Е-01","4,98Е-01","1,17Е-01","1,70Е-02","3,73Е-02","4,86Е-02","1,30Е-01","3,06Е-02","8,19Е-02","1,07Е-01","2,86Е-01","6,72Е-02","1,39Е-01","3,72Е-01","8,74Е-02","1,00Е+00","2,35Е-01","5,51Е-02","1,94Е+01"
"5,80Е-04","1,25Е-01","2,06Е-01","0,00Е+00","4,94Е-02","4,44Е-01","1,91Е-01","4,88Е-01","1,30Е-01","3,02Е-01","6,70Е-01","9,98Е-01","1,76Е-01","3,36Е-07","7,25Е-05","1,19Е-04","0,00Е+00","2,86Е-05","2,57Е-04","1,10Е-04","2,83Е-04","7,56Е-05","1,75Е-04","3,88Е-04","5,79Е-04","1,02Е-04","1,56Е-02","2,57Е-02","0,00Е+00","6,17Е-03","5,55Е-02","2,38Е-02","6,10Е-02","1,63Е-02","3,77Е-02","8,38Е-02","1,25Е-01","2,20Е-02","4,23Е-02","0,00Е+00","1,02Е-02","9,13Е-02","3,92Е-02","1,00Е-01","2,68Е-02","6,20Е-02","1,38Е-01","2,05Е-01","3,61Е-02","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","2,44Е-03","2,19Е-02","9,41Е-03","2,41Е-02","6,44Е-03","1,49Е-02","3,31Е-02","4,93Е-02","8,68Е-03","1,97Е-01","8,46Е-02","2,17Е-01","5,79Е-02","1,34Е-01","2,98Е-01","4,43Е-01","7,80Е-02","3,63Е-02","9,30Е-02","2,49Е-02","5,74Е-02","1,28Е-01","1,90Е-01","3,35Е-02","2,38Е-01","6,37Е-02","1,47Е-01","3,27Е-01","4,87Е-01","8,58Е-02","1,70Е-02","3,93Е-02","8,74Е-02","1,30Е-01","2,29Е-02","9,09Е-02","2,02Е-01","3,01Е-01","5,30Е-02","4,49Е-01","6,69Е-01","1,18Е-01","9,97Е-01","1,75Е-01","3,09Е-02","2,20Е+01"
"1,45Е-03","1,25Е-01","2,06Е-01","0,00Е+00","4,94Е-02","3,90Е-01","3,49Е-01","4,88Е-01","1,30Е-01","3,02Е-01","6,70Е-01","1,00Е+00","3,13Е-01","2,11Е-06","1,82Е-04","2,99Е-04","0,00Е+00","7,17Е-05","5,66Е-04","5,07Е-04","7,09Е-04","1,89Е-04","4,38Е-04","9,73Е-04","1,45Е-03","4,55Е-04","1,56Е-02","2,57Е-02","0,00Е+00","6,17Е-03","4,87Е-02","4,36Е-02","6,10Е-02","1,63Е-02","3,77Е-02","8,38Е-02","1,25Е-01","3,92Е-02","4,23Е-02","0,00Е+00","1,02Е-02","8,01Е-02","7,18Е-02","1,00Е-01","2,68Е-02","6,20Е-02","1,38Е-01","2,06Е-01","6,45Е-02","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","2,44Е-03","1,92Е-02","1,72Е-02","2,41Е-02","6,44Е-03","1,49Е-02","3,31Е-02","4,94Е-02","1,55Е-02","1,52Е-01","1,36Е-01","1,90Е-01","5,08Е-02","1,17Е-01","2,61Е-01","3,90Е-01","1,22Е-01","1,22Е-01","1,70Е-01","4,55Е-02","1,05Е-01","2,34Е-01","3,49Е-01","1,09Е-01","2,38Е-01","6,37Е-02","1,47Е-01","3,27Е-01","4,88Е-01","1,53Е-01","1,70Е-02","3,93Е-02","8,74Е-02","1,30Е-01","4,09Е-02","9,09Е-02","2,02Е-01","3,02Е-01","9,45Е-02","4,49Е-01","6,70Е-01","2,10Е-01","1,00Е+00","3,13Е-01","9,83Е-02","1,74Е+01"
"1,37Е-03","1,25Е-01","2,06Е-01","0,00Е+00","4,94Е-02","4,45Е-01","3,10Е-01","4,88Е-01","1,30Е-01","3,02Е-01","6,70Е-01","1,00Е+00","1,95Е-01","1,88Е-06","1,71Е-04","2,82Е-04","0,00Е+00","6,76Е-05","6,10Е-04","4,25Е-04","6,69Е-04","1,79Е-04","4,13Е-04","9,18Е-04","1,37Е-03","2,67Е-04","1,56Е-02","2,57Е-02","0,00Е+00","6,17Е-03","5,57Е-02","3,87Е-02","6,10Е-02","1,63Е-02","3,77Е-02","8,38Е-02","1,25Е-01","2,44Е-02","4,23Е-02","0,00Е+00","1,02Е-02","9,16Е-02","6,37Е-02","1,00Е-01","2,68Е-02","6,20Е-02","1,38Е-01","2,06Е-01","4,01Е-02","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","2,44Е-03","2,20Е-02","1,53Е-02","2,41Е-02","6,44Е-03","1,49Е-02","3,31Е-02","4,94Е-02","9,62Е-03","1,98Е-01","1,38Е-01","2,17Е-01","5,81Е-02","1,34Е-01","2,98Е-01","4,45Е-01","8,67Е-02","9,61Е-02","1,51Е-01","4,04Е-02","9,35Е-02","2,08Е-01","3,10Е-01","6,04Е-02","2,38Е-01","6,37Е-02","1,47Е-01","3,27Е-01","4,88Е-01","9,51Е-02","1,70Е-02","3,93Е-02","8,74Е-02","1,30Е-01","2,54Е-02","9,09Е-02","2,02Е-01","3,02Е-01","5,87Е-02","4,49Е-01","6,70Е-01","1,31Е-01","1,00Е+00","1,95Е-01","3,80Е-02","2,09Е+01"
"9,21Е-04","0,00Е+00","3,79Е-01","0,00Е+00","5,76Е-02","5,47Е-01","3,81Е-02","3,78Е-01","1,30Е-01","2,25Е-01","7,02Е-01","9,67Е-01","1,38Е-01","8,48Е-07","0,00Е+00","3,49Е-04","0,00Е+00","5,31Е-05","5,04Е-04","3,51Е-05","3,48Е-04","1,20Е-04","2,07Е-04","6,47Е-04","8,90Е-04","1,27Е-04","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","1,44Е-01","0,00Е+00","2,19Е-02","2,08Е-01","1,45Е-02","1,43Е-01","4,95Е-02","8,54Е-02","2,66Е-01","3,67Е-01","5,22Е-02","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","3,32Е-03","3,15Е-02","2,20Е-03","2,18Е-02","7,51Е-03","1,30Е-02","4,05Е-02","5,57Е-02","7,93Е-03","2,99Е-01","2,09Е-02","2,07Е-01","7,14Е-02","1,23Е-01","3,84Е-01","5,29Е-01","7,54Е-02","1,45Е-03","1,44Е-02","4,97Е-03","8,58Е-03","2,68Е-02","3,68Е-02","5,25Е-03","1,43Е-01","4,93Е-02","8,51Е-02","2,65Е-01","3,66Е-01","5,21Е-02","1,70Е-02","2,94Е-02","9,16Е-02","1,26Е-01","1,80Е-02","5,07Е-02","1,58Е-01","2,18Е-01","3,10Е-02","4,93Е-01","6,79Е-01","9,67Е-02","9,35Е-01","1,33Е-01","1,90Е-02","2,42Е+01"
"1,71Е-03","0,00Е+00","3,79Е-01","0,00Е+00","5,76Е-02","4,60Е-01","1,50Е-01","3,78Е-01","1,30Е-01","2,25Е-01","7,02Е-01","9,50Е-01","2,25Е-01","2,94Е-06","0,00Е+00","6,50Е-04","0,00Е+00","9,87Е-05","7,88Е-04","2,58Е-04","6,48Е-04","2,23Е-04","3,86Е-04","1,20Е-03","1,63Е-03","3,85Е-04","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","1,44Е-01","0,00Е+00","2,19Е-02","1,74Е-01","5,70Е-02","1,43Е-01","4,95Е-02","8,54Е-02","2,66Е-01","3,60Е-01","8,53Е-02","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","3,32Е-03","2,65Е-02","8,66Е-03","2,18Е-02","7,51Е-03","1,30Е-02","4,05Е-02","5,47Е-02","1,30Е-02","2,11Е-01","6,91Е-02","1,74Е-01","6,00Е-02","1,04Е-01","3,23Е-01","4,37Е-01","1,03Е-01","2,26Е-02","5,68Е-02","1,96Е-02","3,39Е-02","1,06Е-01","1,43Е-01","3,38Е-02","1,43Е-01","4,93Е-02","8,51Е-02","2,65Е-01","3,59Е-01","8,50Е-02","1,70Е-02","2,94Е-02","9,16Е-02","1,24Е-01","2,93Е-02","5,07Е-02","1,58Е-01","2,14Е-01","5,06Е-02","4,93Е-01","6,67Е-01","1,58Е-01","9,02Е-01","2,14Е-01","5,06Е-02","2,17Е+01"
"9,59Е-04","0,00Е+00","3,79Е-01","0,00Е+00","5,76Е-02","4,80Е-01","5,05Е-02","3,78Е-01","1,30Е-01","2,25Е-01","7,02Е-01","9,85Е-01","1,05Е-01","9,20Е-07","0,00Е+00","3,64Е-04","0,00Е+00","5,52Е-05","4,60Е-04","4,84Е-05","3,63Е-04","1,25Е-04","2,16Е-04","6,73Е-04","9,44Е-04","1,00Е-04","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","1,44Е-01","0,00Е+00","2,19Е-02","1,82Е-01","1,91Е-02","1,43Е-01","4,95Е-02","8,54Е-02","2,66Е-01","3,74Е-01","3,97Е-02","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","3,32Е-03","2,76Е-02","2,91Е-03","2,18Е-02","7,51Е-03","1,30Е-02","4,05Е-02","5,67Е-02","6,03Е-03","2,30Е-01","2,42Е-02","1,81Е-01","6,26Е-02","1,08Е-01","3,37Е-01","4,73Е-01","5,02Е-02","2,55Е-03","1,91Е-02","6,58Е-03","1,14Е-02","3,54Е-02","4,97Е-02","5,28Е-03","1,43Е-01","4,93Е-02","8,51Е-02","2,65Е-01","3,72Е-01","3,95Е-02","1,70Е-02","2,94Е-02","9,16Е-02","1,28Е-01","1,36Е-02","5,07Е-02","1,58Е-01","2,22Е-01","2,36Е-02","4,93Е-01","6,92Е-01","7,34Е-02","9,70Е-01","1,03Е-01","1,09Е-02","2,28Е+01"
"2,13Е-03","0,00Е+00","3,79Е-01","0,00Е+00","5,76Е-02","5,14Е-01","3,40Е-02","3,78Е-01","1,30Е-01","2,25Е-01","7,02Е-01","9,50Е-01","1,60Е-01","4,52Е-06","0,00Е+00","8,06Е-04","0,00Е+00","1,22Е-04","1,09Е-03","7,22Е-05","8,03Е-04","2,77Е-04","4,79Е-04","1,49Е-03","2,02Е-03","3,41Е-04","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","1,44Е-01","0,00Е+00","2,19Е-02","1,95Е-01","1,29Е-02","1,43Е-01","4,95Е-02","8,54Е-02","2,66Е-01","3,61Е-01","6,08Е-02","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","3,32Е-03","2,96Е-02","1,96Е-03","2,18Е-02","7,51Е-03","1,30Е-02","4,05Е-02","5,47Е-02","9,24Е-03","2,64Е-01","1,75Е-02","1,94Е-01","6,71Е-02","1,16Е-01","3,61Е-01","4,89Е-01","8,24Е-02","1,16Е-03","1,28Е-02","4,43Е-03","7,65Е-03","2,39Е-02","3,23Е-02","5,45Е-03","1,43Е-01","4,93Е-02","8,51Е-02","2,65Е-01","3,59Е-01","6,06Е-02","1,70Е-02","2,94Е-02","9,16Е-02","1,24Е-01","2,09Е-02","5,07Е-02","1,58Е-01","2,14Е-01","3,61Е-02","4,93Е-01","6,67Е-01","1,13Е-01","9,03Е-01","1,52Е-01","2,57Е-02","2,34Е+01"
"8,16Е-04","0,00Е+00","4,53Е-01","0,00Е+00","1,07Е-01","5,20Е-01","3,19Е-02","2,84Е-01","1,74Е-01","4,03Е-01","6,49Е-01","9,95Е-01","1,39Е-01","6,67Е-07","0,00Е+00","3,70Е-04","0,00Е+00","8,74Е-05","4,24Е-04","2,61Е-05","2,32Е-04","1,42Е-04","3,29Е-04","5,30Е-04","8,12Е-04","1,14Е-04","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","2,06Е-01","0,00Е+00","4,85Е-02","2,36Е-01","1,45Е-02","1,29Е-01","7,89Е-02","1,83Е-01","2,94Е-01","4,51Е-01","6,32Е-02","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","0,00Е+00","1,14Е-02","5,56Е-02","3,42Е-03","3,04Е-02","1,86Е-02","4,31Е-02","6,94Е-02","1,06Е-01","1,49Е-02","2,70Е-01","1,66Е-02","1,48Е-01","9,04Е-02","2,09Е-01","3,37Е-01","5,17Е-01","7,24Е-02","1,02Е-03","9,06Е-03","5,55Е-03","1,29Е-02","2,07Е-02","3,18Е-02","4,45Е-03","8,06Е-02","4,94Е-02","1,14Е-01","1,84Е-01","2,82Е-01","3,96Е-02","3,02Е-02","7,00Е-02","1,13Е-01","1,73Е-01","2,42Е-02","1,62Е-01","2,61Е-01","4,01Е-01","5,61Е-02","4,21Е-01","6,46Е-01","9,04Е-02","9,90Е-01","1,39Е-01","1,94Е-02","2,41Е+01"
