x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,y
"0,6928849966","0,7128741967","0,374085072","0,2045427294","0,7587452031","0,954652595","0,7514468593","0,9442648864","0,7348928434","0,9358964387","0,1178490515","-4,982574491"
"0,152825759","0,9403266781","0,1593672801","0,9989285689","0,3262217133","0,3775821484","0,1759274026","0,5761777002","0,2479202081","0,06461842773","0,5899368034","-7,962974434"
"0,5336704356","0,4524339723","0,2049725565","0,1238070148","0,6740058216","0,4741121938","0,7824040382","0,3108213338","0,1920855115","0,6703036066","0,5833606497","-3,327986367"
"0,1603977514","0,2841570005","0,6554533206","0,6484348223","0,3493495228","0,1388524675","0,9833390884","0,9585914858","0,4851204173","0,3337888057","0,3110785855","-10,4864149"
"0,0336186806","0,2366005091","0,4997615135","0,9241859627","0,5562532071","0,03131593034","0,6189018963","0,5946702676","0,8716466888","0,8134132328","0,5878663252","-10,06515998"
"0,9553749187","0,761933208","0,322973044","0,728639196","0,1221023914","0,219649305","0,2694149472","0,9035938914","0,5354150468","0,8298870188","0,6122377514","-12,38763705"
"0,116340117","0,03185342575","0,4591938132","0,586701099","0,8583030767","0,1858324009","0,3662885753","0,8537208895","0,2022962157","0,7925517496","0,2720346714","-5,195050862"
"0,5231780489","0,703034767","0,5421283969","0,9880078966","0,01151520778","0,5303355077","0,01336686077","0,1224706793","0,01595646554","0,6244306848","0,2036823567","-10,05890508"
"0,7499840776","0,4536090288","0,958861885","0,6429979208","0,4753504852","0,4558432871","0,1426553444","0,4445321599","0,9939685312","0,003970351639","0,7232661295","-11,69503729"
"0,507410664","0,3926441341","0,3518896445","0,01521671285","0,707006481","0,6227746461","0,9928038163","0,09081055677","0,697355625","0,2886410572","0,3487123615","-4,482261821"
"0,3610113076","0,6213009947","0,08900243326","0,1012561409","0,9919709983","0,5642031289","0,7179854605","0,3466612965","0,6141819249","0,3578740158","0,1267796733","-2,252285962"
"0,4839952706","0,634406398","0,3738226382","0,6207853886","0,2946756421","0,2745129262","0,8665522019","0,3174362854","0,6216455483","0,8654222717","0,5578982578","-9,458758614"
"0,2507727804","0,3333824193","0,335693607","0,5186463193","0,514111669","0,5078047521","0,87966574","0,9994643945","0,222283323","0,1178928488","0,4288826568","-6,750581563"
"0,863052366","0,07090896369","0,2683798664","0,1647918116","0,2828920771","0,9829132562","0,1406296563","0,4028372206","0,3641318705","0,481969544","0,4266588027","-6,0368284"
"0,08286534391","0,3902094659","0,6216872602","0,5939237442","0,2271585381","0,5123729628","0,8805669731","0,007003373113","0,2498163214","0,198668652","0,7802328975","-7,099860046"
"0,9986079541","0,008099760878","0,7817552177","0,3588151047","0,9431026767","0,3020259954","0,2191941102","0,790699778","0,368492293","0,06864382299","0,9912587016","-7,68425125"
"0,8366749959","0,536744428","0,1387250288","0,5667345573","0,231736764","0,8315138517","0,1228183427","0,7755562503","0,2538258388","0,8162831009","0,8850367142","-7,203573316"
"0,5156216446","0,7304276161","0,7655065535","0,2015782549","0,3726303875","0,7387884637","0,1513768386","0,1271979327","0,9993995735","0,9927122518","0,1786726451","-6,889988717"
"0,2256677385","0,6604841824","0,3524289152","0,5745108472","0,5880780437","0,2684363361","0,7957030913","0,283701288","0,3188677937","0,8531796649","0,5308774824","-5,647616363"
"0,8828002145","0,07444285227","0,4716691958","0,2468601374","0,8931991168","0,7870324559","0,4281362177","0,7648106981","0,4406114869","0,8109712317","0,2654081375","-5,224135002"
"0,2423669898","0,1347142182","0,666074046","0,1463678424","0,5995973848","0,7401933459","0,5810315163","0,9644722025","0,03304562518","0,1040182862","0,9820225142","-3,171971247"
"0,6818040076","0,4783712638","0,5099950818","0,09883269843","0,4167415151","0,476479097","0,9396460243","0,449814727","0,4799859495","0,3167435725","0,1353529652","-7,607143274"
"0,05568859628","0,5293726832","0,1841129818","0,1068394424","0,9438728717","0,6500595032","0,5338182401","0,3101773626","0,4064539435","0,4467408369","0,5407911384","0,09026437616"
"0,2648933834","0,4387996268","0,8226028174","0,6488797208","0,7759440343","0,4504113082","0,7995881429","0,8220905698","0,9964928673","0,7211934759","0,4691796378","-8,627735207"
"0,9043783916","0,2993164129","0,3644878453","0,5056829555","0,8004258177","0,7482561519","0,7114058083","0,6798149401","0,6684785401","0,03032057372","0,8047635027","-7,821467447"
"0,1210641447","0,7702702402","0,5560382357","0,9699165983","0,1682086341","0,3318876494","0,6804788864","0,4958871457","0,2594802368","0,1871628272","0,8773646091","-9,714080008"
"0,8523150843","0,4163312906","0,6680617679","0,08060173594","0,9422403985","0,003640785511","0,2137934515","0,8764884388","0,09273125104","0,11259391","0,7159254586","-5,479209392"
"0,3232813088","0,5076229324","0,5435322742","0,8417397162","0,8289458793","0,301644077","0,7005881628","0,1694057677","0,1666097902","0,8999071686","0,1207869434","-6,292310111"
"0,3110706591","0,6241602884","0,0007283403284","0,6293083218","0,3486914336","0,8599092859","0,06616700969","0,3583021037","0,9202385581","0,4192647071","0,9270031165","-6,24254081"
"0,305860998","0,6409079426","0,08531041789","0,4180762266","0,8551879174","0,9480434938","0,4413656636","0,4648768587","0,2900566758","0,8366743305","0,8134887193","-0,8131118544"
"0,9507456734","0,7613646454","0,8135636026","0,3304885626","0,8991353965","0,5885763028","0,7681150918","0,1291113716","0,8769109239","0,216812205","0,9821627149","-7,313780772"
"0,1372008029","0,6960419726","0,2258491541","0,8611853476","0,2580771199","0,7359943492","0,3787020214","0,6158017767","0,6915238363","0,1265919394","0,7643706845","-8,25697027"
"0,03656078702","0,707887972","0,3349770268","0,3128145223","0,4469918298","0,8188631565","0,8432903958","0,09786856208","0,7341044517","0,5469784768","0,4812033375","-4,011238994"
"0,1548621767","0,688758487","0,2243319825","0,109157889","0,6406186261","0,5335604342","0,6341794552","0,07270446306","0,8582650763","0,02714539519","0,1331720631","-4,242551842"
"0,9032516166","0,2848666864","0,8296604665","0,3596381567","0,7661875728","0,7099438928","0,04599941244","0,3288799811","0,1586977628","0,46147079","0,4208084551","-5,731767643"
"0,925083492","0,4447775611","0,8761256556","0,7380818927","0,990636125","0,3246204611","0,08382900131","0,6605545478","0,4086608666","0,4224516886","0,06239426327","-9,184080837"
"0,647283132","0,2002916841","0,2024982817","0,9469058104","0,6044581156","0,3282903948","0,2963016629","0,2464120834","0,64775004","0,8371350187","0,2735883336","-9,867975312"
"0,8233636763","0,9224687877","0,2975456547","0,8297394959","0,4000356183","0,1763290422","0,89904769","0,02865732667","0,2498687201","0,01498042686","0,3020503376","-10,89282372"
"0,4241465491","0,6163440406","0,2419315329","0,7547064862","0,7092156823","0,8809521742","0,8084021446","0,6090071","0,9731104006","0,6749225535","0,07045531848","-7,647555829"
"0,8182676195","0,8190586629","0,5851944055","0,7265075287","0,1219042072","0,6606870695","0,353625397","0,9638975987","0,4275534627","0,7124131799","0,6929046305","-10,83017488"
"0,2575504033","0,4721023778","0,195385062","0,1594323369","0,9842482369","0,1268043201","0,7185570439","0,2197692687","0,6382577792","0,2909138285","0,1057612844","-3,880376573"
"0,03346958183","0,4956620899","0,6121126669","0,7533273275","0,1532581026","0,2688147044","0,7875153991","0,4227790828","0,5517247122","0,754634909","0,08333198014","-10,07897628"
"0,5309928061","0,5271522821","0,3213965938","0,7482102388","0,09120889326","0,5257490182","0,4274057077","0,7657784087","0,9843939042","0,2551537393","0,2889384447","-12,50118238"
"0,1885260899","0,2949721206","0,6333204591","0,6341787932","0,8899648354","0,6577840429","0,6179917939","0,1783072245","0,596011713","0,1669373393","0,8433208487","-4,982669378"
"0,5141489071","0,1598594277","0,7261764395","0,1685583752","0,9289941839","0,7837226651","0,3146994516","0,5199930693","0,3927527236","0,1963262847","0,3826490736","-3,606385665"
"0,3406076984","0,4110979728","0,4475202341","0,608156178","0,938533342","0,4243994938","0,3730109055","0,4595968505","0,5563158482","0,6082154431","0,4584109757","-5,272527511"
"0,2662408837","0,6260934175","0,174719657","0,9812773268","0,5685091703","0,362559382","0,1365950968","0,2934415813","0,1201972256","0,5911572663","0,7239936905","-6,210244174"
"0,3371636796","0,851551575","0,9936266747","0,9838725769","0,8437280862","0,1329408891","0,7786687475","0,3590783947","0,2231569337","0,936798869","0,1388807952","-8,429495735"
"0,237039991","0,8010156501","0,629888513","0,9135394048","0,6195486653","0,6581092516","0,1604569548","0,6310117293","0,9039609091","0,7785154982","0,7738872894","-7,816597119"
"0,04028213132","0,8247317365","0,8172545956","0,7280173701","0,3371912683","0,5351605011","0,3862091958","0,5076968444","0,520665373","0,5989308769","0,4726955765","-7,630160184"
"0,5368230086","0,9433549885","0,9950091367","0,5876018835","0,8463248201","0,103526607","0,6374191258","0,4429801174","0,4693699019","0,5608994884","0,9745586076","-7,444644898"
"0,2256874414","0,6857472774","0,5094475337","0,9648463525","0,4729907888","0,003179064898","0,2674575143","0,3200412228","0,02084812","0,8369069285","0,9012502351","-7,59046716"
"0,5973289207","0,7726160345","0,2765344644","0,02916119533","0,7584366333","0,8141944842","0,517828985","0,2594338878","0,1209176785","0,006649978255","0,6815963527","-1,476854134"
"0,5581459189","0,4001981441","0,9076099542","0,03279453768","0,2449137838","0,4214090369","0,3775561152","0,003312427661","0,6715255953","0,8626011516","0,114170741","-7,687561368"
"0,8132337256","0,9518045218","0,3621339571","0,4542086069","0,324585267","0,9609739511","0,6345620589","0,2286830181","0,818146324","0,0112514147","0,8205662758","-8,272480194"
"0,4996771266","0,8546964243","0,9138432457","0,2522511491","0,392502873","0,6093946782","0,4405443748","0,8264404101","0,4475784144","0,9549584224","0,4511757184","-6,630826971"
"0,9639886358","0,6891481613","0,05682922157","0,2524335855","0,7302771037","0,02260599451","0,1078052871","0,9277559206","0,07766829831","0,9772208281","0,4009028087","-5,657877161"
"0,8503597572","0,3098598459","0,535856418","0,1585365285","0,5713951113","0,9235349819","0,7092315343","0,09161722292","0,1537882901","0,05315715037","0,7955511484","-4,687560981"
"0,6108606643","0,03384533647","0,0008364859126","0,4256326729","0,9251672406","0,2202310078","0,92501885","0,251930819","0,7882629735","0,6656560379","0,6336930017","-6,445409581"
"0,02993348721","0,6627494861","0,185615943","0,9187910967","0,009994712037","0,696415479","0,5269924071","0,0458992092","0,7922651907","0,5315993036","0,6636390056","-8,973142425"
"0,0433313206","0,3433900664","0,8945379068","0,6793107874","0,4603705344","0,8356571834","0,1785424617","0,7237794265","0,5060983204","0,4430706678","0,5941638672","-6,491102558"
"0,9712644328","0,04207119098","0,2463255511","0,8977788539","0,7576839509","0,4093901498","0,4772121385","0,1199633027","0,6711615452","0,284178178","0,7599589581","-10,31101905"
"0,8933978756","0,6008501154","0,4955826263","0,09999459983","0,1019705869","0,4582476028","0,5925265943","0,383997707","0,05252754667","0,6862419966","0,5791395866","-7,39351065"
"0,0436649816","0,08296981977","0,2701978851","0,9679304712","0,05848335062","0,267902249","0,3328190544","0,6111770573","0,5806747142","0,3967927039","0,8411792719","-10,78416777"
"0,486822393","0,9196422898","0,7733880198","0,01222644013","0,9703396027","0,4444700856","0,4184218208","0,7031570356","0,8030741398","0,01960682109","0,1159155017","-4,844896656"
"0,4534148514","0,2932605762","0,1750321727","0,9072410017","0,3413727873","0,7007025102","0,8038947786","0,5680398544","0,4373300321","0,5364657684","0,99837288","-8,695051542"
"0,07936915773","0,5516594737","0,1168800793","0,7199167808","0,3960868516","0,7394112199","0,8370867091","0,9730289201","0,2716454485","0,8830024687","0,77817388","-5,313671245"
"0,1005803863","0,444313348","0,631723181","0,05717571786","0,5581462825","0,4720935785","0,1732288778","0,8430960289","0,2503247066","0,2094873391","0,3281904676","-3,456044899"
"0,8801866015","0,6229040391","0,4732513446","0,8223219324","0,6515396714","0,629593534","0,8040519978","0,04231616217","0,9002189455","0,3742513881","0,01253910326","-10,90012113"
"0,648659088","0,8285977348","0,3720076204","0,89379684","0,01647124249","0,8139684617","0,7222948033","0,4625264727","0,7044468546","0,3130373782","0,6287788667","-11,73627045"
"0,8936109918","0,001795423158","0,6718552939","0,09937118952","0,4019035603","0,5475635116","0,5052466796","0,06736029091","0,2101659303","0,8400424431","0,881673216","-6,174175718"
"0,1240715427","0,9539389551","0,2840029731","0,8020971549","0,624300793","0,4180222808","0,1486788561","0,5268056995","0,3761346555","0,2466860485","0,5685803042","-5,713462743"
"0,6099887455","0,8550542191","0,2271838488","0,438746897","0,8719523934","0,8082816556","0,07559667047","0,4621285713","0,1007447343","0,361610433","0,09782206081","-2,774336087"
"0,1727159923","0,282770554","0,3818894091","0,1412739376","0,8294233319","0,9903876791","0,8311737573","0,6439621468","0,5883771079","0,5883974686","0,998644299","-1,398295774"
"0,3040016653","0,2708605188","0,9353208953","0,1900924366","0,4412602323","0,7194529247","0,8016696919","0,5482830535","0,4123610583","0,5402186797","0,757284895","-5,656352193"
"0,5626197739","0,0337031697","0,8042900613","0,139008241","0,07767447966","0,1731803575","0,3557254229","0,7796492246","0,9065898326","0,08778537726","0,4047300351","-11,95424675"
"0,3650404646","0,8618962449","0,9641228263","0,5114267501","0,8570666404","0,3264819587","0,3485800791","0,73595907","0,6346201316","0,3671023352","0,8664866964","-6,504624033"
"0,18139215","0,9724021114","0,9440504124","0,3904614611","0,1402768109","0,3579740686","0,1388917893","0,8256151118","0,6290367982","0,3037775924","0,3938129809","-8,909692305"
"0,6820819631","0,8405203782","0,8433859216","0,04126308685","0,693527112","0,04767472201","0,305951219","0,7420979964","0,3390709449","0,6124366067","0,5921335901","-5,988883799"
"0,7561618143","0,1036681676","0,1335469423","0,2350451647","0,2076901546","0,208784339","0,5916230811","0,3480758468","0,4574719445","0,941274484","0,9419639952","-8,053098882"
"0,4828371361","0,7473346329","0,1163082403","0,6431015298","0,1146988852","0,611432492","0,4766308593","0,6855074527","0,9750582767","0,9903776453","0,8596028797","-9,387739306"
"0,64029205","0,8541977918","0,06230046293","0,5074141729","0,1550125927","0,8658576948","0,5155134452","0,2474549876","0,2974097052","0,3803301564","0,8787565678","-6,337769502"
"0,0728252864","0,9251454562","0,0587652101","0,5649149574","0,8453339048","0,2556867879","0,5386099347","0,02036127609","0,4637142652","0,7559465996","0,7597565109","-2,684132725"
"0,1891185969","0,2736843078","0,05243221367","0,621995616","0,8531977871","0,1350808514","0,1932894567","0,2206230587","0,9056394331","0,2508385843","0,6032312292","-6,300393503"
"0,06051876569","0,6241610237","0,7330266994","0,07942161272","0,001214823831","0,4829429857","0,6546322643","0,1390304888","0,306697793","0,8371166574","0,8288217653","-5,047307136"
"0,5838541922","0,274705297","0,3469516443","0,7987738698","0,7872279309","0,4666136367","0,7991694324","0,6985879279","0,7967698121","0,03540303991","0,3089952564","-9,884849288"
"0,9898297675","0,9264337602","0,7110106671","0,5363248116","0,4984259568","0,6088942088","0,6647753327","0,3156657506","0,005584720011","0,4849469955","0,137003363","-8,147541178"
"0,2804401907","0,9867390978","0,7011468657","0,256703706","0,9416027581","0,807223172","0,001162709537","0,9810871641","0,6426401768","0,7741450206","0,4046439531","-2,370885079"
"0,1585568418","0,789040694","0,7066753755","0,3733787908","0,2509401953","0,4285544938","0,7231463655","0,9148965217","0,2531978636","0,1649894431","0,580141472","-7,168504158"
"0,1300261928","0,2095889409","0,6970794032","0,1076320921","0,9814247124","0,8931009716","0,2439798741","0,8691346524","0,9246131814","0,6337378641","0,2637254353","-2,634236438"
"0,8622603384","0,6021761579","0,755131899","0,2484813252","0,9311149225","0,4249390075","0,2558346855","0,1818656239","0,01928248957","0,2153247702","0,3501508639","-4,553057548"
"0,9972994559","0,0677074352","0,4969959675","0,2889333474","0,1685708816","0,4236594096","0,564498201","0,2180890158","0,6990927442","0,7242251385","0,9904929886","-10,40704874"
"0,4118539553","0,9273387961","0,1336683663","0,1323849214","0,3085520689","0,6304087421","0,08743894019","0,6371980804","0,7704905582","0,91032531","0,3802892222","-4,901231246"
"0,2181562967","0,9199524719","0,3749742086","0,663117549","0,8922677328","0,1888050366","0,8867307047","0,9863967775","0,2287486046","0,4323124106","0,6059588935","-5,501753817"
"0,6459297341","0,1575960593","0,3783061156","0,7008115884","0,5712538521","0,4633747484","0,0436580603","0,1352857142","0,2655174052","0,6562596392","0,1285931881","-7,553151429"
"0,4907253455","0,2157143044","0,02407092229","0,4286683128","0,4908139698","0,9932404853","0,4305472986","0,1542534982","0,8200628063","0,417808092","0,8796157101","-5,244160128"
"0,1529820873","0,3355919142","0,1327978735","0,9271628872","0,2540960056","0,6628091323","0,841253476","0,9955386086","0,7874473321","0,4587030162","0,6225176797","-9,94533595"
"0,4240975227","0,2185118887","0,4717521862","0,218098422","0,7112085667","0,1102456448","0,6006373164","0,6637100099","0,6183462959","0,08554503247","0,6389582745","-6,943527404"
"0,6230806466","0,5323117051","0,1987580004","0,8284342041","0,05801499086","0,005262672673","0,5385635809","0,7567061935","0,3275798317","0,02000336791","0,582918089","-12,82468995"
"0,9518787413","0,08466568191","0,2370122728","0,960001352","0,1014688924","0,5547213116","0,3094063389","0,2118863922","0,131708695","0,6753657552","0,2252293767","-11,79693263"
"0,09548535275","0,4929572782","0,7969103336","0,1335528949","0,9495425355","0,4819619755","0,2770170798","0,8643064435","0,3688995311","0,02009883608","0,05703931983","-3,058274221"
"0,1094532923","0,9503707446","0,6948546145","0,6508886119","0,5399508066","0,5210380263","0,1203867157","0,1927908977","0,5703957018","0,2802841609","0,800197387","-5,749096215"
"0,7192124392","0,6341415173","0,6661351731","0,6492351821","0,3480712521","0,7860894224","0,07519310412","0,4861367284","0,5483681626","0,7693345546","0,7057022816","-8,425501845"
"0,8316491556","0,6175288414","0,1730032271","0,7985434137","0,6399451978","0,5343137192","0,9763369198","0,655437298","0,4104259391","0,5235204616","0,3560878308","-9,221658715"
"0,822132585","0,262645566","0,521450141","0,4899243273","0,0189359602","0,266478856","0,8996946325","0,2316687028","0,9286162992","0,2179016986","0,5228715868","-13,73962071"
"0,8502960119","0,1425322967","0,4344452359","0,7738244655","0,2053179883","0,8051358641","0,5687976888","0,4837657842","0,05122105633","0,3708490244","0,3625323944","-9,951218946"
"0,5346609267","0,7031928761","0,7630233478","0,676511563","0,9882675703","0,6272762399","0,8621610437","0,7361069135","0,7833893369","0,3074011942","0,2735364552","-7,838028075"
"0,504483689","0,3680574155","0,9953894491","0,4749077088","0,9652157511","0,795061694","0,3670988773","0,7754790693","0,09548484821","0,5861905746","0,8666822997","-3,684844108"
"0,5671557249","0,0784564498","0,4838282487","0,0946773615","0,2030480529","0,1478067756","0,4653304395","0,1900505278","0,06249716632","0,7813662718","0,0004766737387","-7,182844206"
"0,4936293557","0,962681032","0,3606316475","0,454948961","0,3092025872","0,4697501439","0,1239325567","0,3256988771","0,111760804","0,1563046141","0,9385141957","-5,648533723"
"0,9787452827","0,7034087675","0,5811636957","0,5863865502","0,7251236284","0,7397602387","0,3285141631","0,09572925669","0,1976629949","0,1126348951","0,5768327667","-6,724142679"
"0,6752757081","0,6323342288","0,5590297162","0,9389779624","0,2848619443","0,492027625","0,5759417232","0,1291580262","0,2251957738","0,9915917253","0,7109665326","-9,560300431"
"0,6729075126","0,2657738301","0,5457631373","0,9597976994","0,1743533985","0,4073450471","0,5055174571","0,6855649793","0,09382089778","0,4405618942","0,6607963245","-11,56864112"
"0,9190062277","0,7486782898","0,9954491372","0,1492420069","0,7851786955","0,6857617066","0,8048882404","0,7248533471","0,8522577455","0,9756626403","0,2549753289","-7,466062215"
"0,9234260167","0,7302519953","0,8976613408","0,9090598421","0,9984065183","0,3897816227","0,1214991039","0,6419742822","0,7042313085","0,09772495227","0,2852072743","-10,5610755"
"0,5856288841","0,9264037904","0,2982415981","0,7454467849","0,5376443047","0,2868777803","0,8252139939","0,1005926245","0,02400154757","0,5151978323","0,5526837347","-7,082210096"
"0,5504716234","0,9959026846","0,1914428142","0,7886189328","0,7035382855","0,5710151693","0,2470854309","0,3796169115","0,5903596482","0,002332557438","0,7191227152","-6,969554599"
"0,1378051255","0,1599297192","0,1072431094","0,4161873586","0,9908020796","0,9020030201","0,3236794264","0,3183544814","0,8869463485","0,7464497737","0,1870479978","-2,325701297"
"0,5995478016","0,1154865118","0,06918775802","0,1176822753","0,2008597579","0,3798159152","0,2887754587","0,951443771","0,5843202981","0,8388660185","0,2805957518","-7,711625531"
"0,766343679","0,1900927602","0,02226872635","0,4820355575","0,9122701202","0,8063607522","0,7712818021","0,6728030422","0,3297094909","0,1743026073","0,5613426606","-5,032485786"
"0,5472092491","0,7782070872","0,07359674702","0,8443700547","0,888878853","0,03824308244","0,969242111","0,960286484","0,2805342391","0,02812383371","0,7467071002","-8,169211017"
"0,2637730318","0,0312781315","0,7227932654","0,1206633978","0,3682005506","0,483236177","0,971370229","0,7522818326","0,1879927671","0,5746452571","0,7100199113","-5,733539913"
"0,2250177333","0,5230716005","0,9857099803","0,1332810162","0,5247008159","0,8046681864","0,7920460902","0,4839224671","0,1441294033","0,4088809475","0,06983469024","-4,18604307"
"0,6222438219","0,8941233014","0,1823461626","0,03896507205","0,202107849","0,9958671922","0,3503386264","0,1780948747","0,7326469882","0,3248847892","0,5535997307","-4,90969909"
"0,3927991578","0,2503840594","0,6768670529","0,7208125297","0,8979151072","0,39528476","0,8513429649","0,7887722098","0,4206428696","0,6633514679","0,3503196538","-7,472727002"
"0,8806851967","0,8547687704","0,3332107706","0,4200506274","0,3622147475","0,3693589267","0,9997497277","0,3284122787","0,7992345257","0,6605720304","0,3053273473","-10,19984026"
"0,00855038203","0,7790594718","0,4065886109","0,4902540936","0,01951628936","0,7315463409","0,5481021885","0,7152230404","0,7066200476","0,2357561077","0,1153416466","-8,24771951"
"0,4623800034","0,8914121574","0,2608225134","0,07518008358","0,3638077959","0,0732765461","0,2246980698","0,2569415432","0,952864022","0,01859406708","0,4108070597","-7,637545956"
"0,1237851263","0,7821895168","0,5381263178","0,7106251278","0,3936259474","0,3142174482","0,2379358391","0,7039452845","0,3872055221","0,4009955599","0,2423311193","-7,872893221"
"0,03157137803","0,9797081419","0,8481496501","0,1480501606","0,663749213","0,2253144413","0,5393440134","0,4450546151","0,8830632714","0,02446138415","0,5176208315","-5,671136847"
"0,8280890375","0,2115381245","0,1979618271","0,5928188941","0,563125406","0,1728331193","0,5441725592","0,1290586043","0,9678392878","0,5425715945","0,66850993","-10,46600259"
"0,2773150406","0,06632330218","0,7268811133","0,8090022838","0,4292068129","0,6738050986","0,2622434824","0,8018701902","0,3817714614","0,3437523561","0,4627115962","-8,687844065"
"0,2677614246","0,9566562186","0,7037904795","0,883419123","0,5534962876","0,3538769895","0,003199110535","0,08631566258","0,6227309555","0,05497267335","0,5554784422","-8,417594661"
"0,04327626879","0,6780543256","0,05175853066","0,2293028343","0,1778246108","0,08413999355","0,1235019974","0,07493760211","0,9035444143","0,1364695902","0,6079155517","-6,699347638"
"0,2069715456","0,09241080298","0,5247776463","0,4233875495","0,5048490775","0,9756316638","0,4044194979","0,4365987918","0,2587389266","0,5181229074","0,01910816502","-4,452093929"
"0,4856712756","0,9576350921","0,7667570985","0,01607966419","0,4973710092","0,3006140264","0,02952279995","0,5485704723","0,2536644657","0,96522707","0,1583692275","-4,364221656"
"0,7619831127","0,6501541679","0,3052167264","0,5614853927","0,9738037311","0,00430864585","0,1165625646","0,6861858996","0,9202347713","0,7076110325","0,9042519134","-7,87018057"
"0,3212339492","0,4109270143","0,5769788259","0,3322400155","0,1330826526","0,8332879455","0,8401513842","0,8088656551","0,2653981416","0,1881837554","0,1633664689","-7,536548606"
